s01-cb.csv(7)	 	 	 	  	 s02-dma.csv(12)	 	 	 	  	 s03-ima-artists.xml(4)	 	 	 	  	 s04-ima-artworks.xml(17)	 	 	 	  	 s05-met.json(14)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(14)	 	 	 	  	 s08-s-17-edited.xml(6)	 	 	 	  	 s09-s-18-artists.json(4)	 	 	 	  	 s10-s-18-artworks.json(11)	 	 	 	  	 s11-s-19-artists.json(6)	 	 	 	  	 s12-s-19-artworks.json(9)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(10)	 	 	 	  	 s14-s-california-african-american.json(9)	 	 	 	  	 s15-s-detroit-institute-of-art.json(13)	 	 	 	  	 s16-s-hammer.xml(5)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(12)	 	 	 	  	 s18-s-indianapolis-artists.xml(5)	 	 	 	  	 s19-s-indianapolis-artworks.xml(17)	 	 	 	  	 s20-s-lacma.xml(9)	 	 	 	  	 s21-s-met.json(28)	 	 	 	  	 s22-s-moca.xml(8)	 	 	 	  	 s23-s-national-portrait-gallery.json(18)	 	 	 	  	 s24-s-norton-simon.json(10)	 	 	 	  	 s25-s-oakland-museum-paintings.json(13)	 	 	 	  	 s26-s-san-francisco-moma.json(14)	 	 	 	  	 s27-s-the-huntington.json(12)	 	 	 	  	 s28-wildlife-art.csv(15)	 	 	 	  	 s29-gilcrease.csv(9)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.647	1.0	1.0 	 0.5	1.0	0.611	1.0	1.0 	 0.0	0.0	0.529	1.0	1.0 	 0.12	0.14	2.63	1.0	1.0 	 0.75	0.86	1.069	1.0	1.0 	 0.83	0.83	1.025	1.0	1.0 	 0.67	0.8	0.764	1.0	1.0 	 1.0	1.0	0.78	1.0	1.0 	 0.0	0.0	0.495	1.0	1.0 	 1.0	1.0	0.737	1.0	1.0 	 0.0	0.0	0.588	1.0	1.0 	 1.0	1.0	0.961	1.0	1.0 	 1.0	1.0	0.982	1.0	1.0 	 0.8	0.8	0.734	1.0	1.0 	 1.0	1.0	0.694	1.0	1.0 	 1.0	1.0	0.695	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 1.0	1.0	0.791	1.0	1.0 	 1.0	1.0	1.191	1.0	1.0 	 0.75	1.0	0.788	1.0	1.0 	 0.29	0.22	1.066	1.0	1.0 	 1.0	1.0	0.725	1.0	1.0 	 0.83	0.83	1.249	1.0	1.0 	 1.0	1.0	0.877	1.0	1.0 	 0.67	0.8	1.112	1.0	1.0 	 0.43	0.43	1.007	1.0	1.0 	 1.0	1.0	0.901	1.0	1.0 	 0.5	0.75	1.028	1.0	1.0 	 0.25	0.5	0.539	1.0	1.0
1.0	1.0	0.832	1.0	1.0 	 0.5	1.0	0.636	1.0	1.0 	 0.0	0.0	0.517	1.0	1.0 	 0.12	0.14	2.635	1.0	1.0 	 0.75	0.86	1.03	1.0	1.0 	 0.83	0.83	1.231	1.0	1.0 	 0.67	0.8	0.933	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 0.0	0.0	0.495	1.0	1.0 	 1.0	1.0	0.942	1.0	1.0 	 0.0	0.0	0.623	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 1.0	1.0	0.866	1.0	1.0 	 0.8	0.8	0.908	1.0	1.0 	 1.0	1.0	0.685	1.0	1.0 	 1.0	1.0	0.697	1.0	1.0 	 1.0	1.0	1.044	1.0	1.0 	 1.0	1.0	1.039	1.0	1.0 	 1.0	1.0	1.057	1.0	1.0 	 0.75	1.0	0.839	1.0	1.0 	 0.29	0.22	1.041	1.0	1.0 	 1.0	1.0	1.009	1.0	1.0 	 0.83	0.83	1.209	1.0	1.0 	 1.0	1.0	0.878	1.0	1.0 	 0.67	0.8	1.011	1.0	1.0 	 0.43	0.43	1.032	1.0	1.0 	 1.0	1.0	0.904	1.0	1.0 	 0.5	0.75	1.161	1.0	1.0 	 0.25	0.5	0.581	1.0	1.0
1.0	1.0	0.631	1.0	1.0 	 0.5	1.0	0.623	1.0	1.0 	 0.0	0.0	0.503	1.0	1.0 	 0.12	0.14	2.763	1.0	1.0 	 0.75	0.86	1.042	1.0	1.0 	 0.83	0.83	0.998	1.0	1.0 	 0.67	0.8	0.688	1.0	1.0 	 1.0	1.0	0.768	1.0	1.0 	 0.0	0.0	0.487	1.0	1.0 	 1.0	1.0	0.733	1.0	1.0 	 0.0	0.0	0.575	1.0	1.0 	 1.0	1.0	0.78	1.0	1.0 	 1.0	1.0	1.05	1.0	1.0 	 0.8	0.8	1.092	1.0	1.0 	 1.0	1.0	0.704	1.0	1.0 	 1.0	1.0	0.711	1.0	1.0 	 1.0	1.0	0.847	1.0	1.0 	 1.0	1.0	0.626	1.0	1.0 	 1.0	1.0	1.056	1.0	1.0 	 0.75	1.0	0.812	1.0	1.0 	 0.29	0.22	1.046	1.0	1.0 	 1.0	1.0	0.769	1.0	1.0 	 0.83	0.83	1.246	1.0	1.0 	 1.0	1.0	1.039	1.0	1.0 	 0.67	0.8	1.058	1.0	1.0 	 0.43	0.43	1.027	1.0	1.0 	 1.0	1.0	0.848	1.0	1.0 	 0.5	0.75	0.919	1.0	1.0 	 0.25	0.5	0.788	1.0	1.0
1.0	1.0	0.625	1.0	1.0 	 0.25	0.5	0.663	1.0	1.0 	 0.0	0.0	0.517	1.0	1.0 	 0.83	0.71	1.02	1.0	1.0 	 0.75	0.86	1.069	1.0	1.0 	 0.83	0.83	0.881	1.0	1.0 	 0.67	0.8	0.946	1.0	1.0 	 1.0	1.0	0.771	1.0	1.0 	 0.0	0.0	0.498	1.0	1.0 	 1.0	1.0	0.675	1.0	1.0 	 0.0	0.0	0.58	1.0	1.0 	 1.0	1.0	0.776	1.0	1.0 	 1.0	1.0	0.834	1.0	1.0 	 0.8	0.8	0.884	1.0	1.0 	 1.0	1.0	0.733	1.0	1.0 	 1.0	1.0	0.939	1.0	1.0 	 1.0	1.0	0.718	1.0	1.0 	 1.0	1.0	0.627	1.0	1.0 	 1.0	1.0	1.055	1.0	1.0 	 0.75	1.0	0.868	1.0	1.0 	 0.29	0.22	0.975	1.0	1.0 	 1.0	1.0	0.757	1.0	1.0 	 0.83	0.83	1.246	1.0	1.0 	 1.0	1.0	0.783	1.0	1.0 	 0.67	0.8	1.081	1.0	1.0 	 0.43	0.43	1.246	1.0	1.0 	 1.0	1.0	0.806	1.0	1.0 	 0.5	0.75	0.983	1.0	1.0 	 0.25	0.5	0.626	1.0	1.0
1.0	1.0	0.617	1.0	1.0 	 0.5	1.0	0.655	1.0	1.0 	 0.0	0.0	0.592	1.0	1.0 	 0.83	0.71	0.783	1.0	1.0 	 0.75	0.86	1.099	1.0	1.0 	 0.83	0.83	1.054	1.0	1.0 	 0.67	0.8	0.937	1.0	1.0 	 1.0	1.0	1.04	1.0	1.0 	 0.0	0.0	0.5	1.0	1.0 	 1.0	1.0	0.694	1.0	1.0 	 0.0	0.0	0.587	1.0	1.0 	 1.0	1.0	1.008	1.0	1.0 	 1.0	1.0	0.86	1.0	1.0 	 0.8	0.8	0.904	1.0	1.0 	 1.0	1.0	1.085	1.0	1.0 	 1.0	1.0	0.779	1.0	1.0 	 1.0	1.0	0.784	1.0	1.0 	 1.0	1.0	0.596	1.0	1.0 	 1.0	1.0	1.154	1.0	1.0 	 0.75	1.0	0.853	1.0	1.0 	 0.43	0.33	1.146	1.0	1.0 	 1.0	1.0	0.747	1.0	1.0 	 1.0	1.0	1.17	1.0	1.0 	 1.0	1.0	0.858	1.0	1.0 	 1.0	1.0	1.02	1.0	1.0 	 0.57	0.57	1.679	1.0	1.0 	 1.0	1.0	0.768	1.0	1.0 	 0.67	1.0	1.034	1.0	1.0 	 0.25	0.5	0.609	1.0	1.0
1.0	1.0	0.66	1.0	1.0 	 0.5	1.0	0.66	1.0	1.0 	 0.0	0.0	0.569	1.0	1.0 	 0.83	0.71	0.892	1.0	1.0 	 0.75	0.86	1.319	1.0	1.0 	 0.83	0.83	1.073	1.0	1.0 	 0.67	0.8	1.285	1.0	1.0 	 1.0	1.0	0.768	1.0	1.0 	 0.0	0.0	0.722	1.0	1.0 	 1.0	1.0	0.922	1.0	1.0 	 0.0	0.0	0.858	1.0	1.0 	 1.0	1.0	0.87	1.0	1.0 	 1.0	1.0	0.855	1.0	1.0 	 0.8	0.8	0.806	1.0	1.0 	 1.0	1.0	1.108	1.0	1.0 	 1.0	1.0	0.719	1.0	1.0 	 1.0	1.0	0.925	1.0	1.0 	 1.0	1.0	0.71	1.0	1.0 	 1.0	1.0	1.364	1.0	1.0 	 0.75	1.0	0.776	1.0	1.0 	 0.43	0.33	0.971	1.0	1.0 	 1.0	1.0	0.768	1.0	1.0 	 1.0	1.0	1.155	1.0	1.0 	 1.0	1.0	0.863	1.0	1.0 	 1.0	1.0	1.017	1.0	1.0 	 0.57	0.57	1.401	1.0	1.0 	 1.0	1.0	0.894	1.0	1.0 	 0.67	1.0	1.017	1.0	1.0 	 0.25	0.5	0.542	1.0	1.0
1.0	1.0	0.725	1.0	1.0 	 0.5	1.0	0.668	1.0	1.0 	 0.0	0.0	0.825	1.0	1.0 	 0.83	0.71	0.778	1.0	1.0 	 0.75	0.86	1.025	1.0	1.0 	 0.83	0.83	1.076	1.0	1.0 	 0.67	0.8	0.724	1.0	1.0 	 1.0	1.0	0.786	1.0	1.0 	 0.0	0.0	0.509	1.0	1.0 	 1.0	1.0	0.81	1.0	1.0 	 0.0	0.0	0.588	1.0	1.0 	 1.0	1.0	0.797	1.0	1.0 	 1.0	1.0	0.823	1.0	1.0 	 0.8	0.8	0.82	1.0	1.0 	 1.0	1.0	1.086	1.0	1.0 	 1.0	1.0	0.755	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 1.0	1.0	0.616	1.0	1.0 	 1.0	1.0	1.264	1.0	1.0 	 0.75	1.0	0.811	1.0	1.0 	 0.43	0.33	1.029	1.0	1.0 	 1.0	1.0	0.766	1.0	1.0 	 1.0	1.0	1.384	1.0	1.0 	 1.0	1.0	0.77	1.0	1.0 	 1.0	1.0	1.242	1.0	1.0 	 0.57	0.57	1.389	1.0	1.0 	 1.0	1.0	1.034	1.0	1.0 	 0.67	1.0	1.036	1.0	1.0 	 0.25	0.5	0.662	1.0	1.0
1.0	1.0	0.607	1.0	1.0 	 0.5	1.0	0.894	1.0	1.0 	 0.0	0.0	0.547	1.0	1.0 	 0.83	0.71	0.804	1.0	1.0 	 0.75	0.86	1.037	1.0	1.0 	 0.83	0.83	1.197	1.0	1.0 	 0.67	0.8	0.713	1.0	1.0 	 1.0	1.0	0.825	1.0	1.0 	 0.0	0.0	0.5	1.0	1.0 	 1.0	1.0	0.832	1.0	1.0 	 0.0	0.0	0.598	1.0	1.0 	 1.0	1.0	0.774	1.0	1.0 	 1.0	1.0	0.873	1.0	1.0 	 0.8	0.8	1.033	1.0	1.0 	 1.0	1.0	1.149	1.0	1.0 	 1.0	1.0	0.783	1.0	1.0 	 1.0	1.0	0.906	1.0	1.0 	 1.0	1.0	0.62	1.0	1.0 	 1.0	1.0	1.247	1.0	1.0 	 0.75	1.0	0.81	1.0	1.0 	 0.43	0.33	1.07	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 1.0	1.0	1.185	1.0	1.0 	 1.0	1.0	0.802	1.0	1.0 	 1.0	1.0	1.116	1.0	1.0 	 0.57	0.57	1.415	1.0	1.0 	 1.0	1.0	0.852	1.0	1.0 	 0.67	1.0	1.189	1.0	1.0 	 0.25	0.5	0.562	1.0	1.0
1.0	1.0	0.601	1.0	1.0 	 0.25	0.5	0.675	1.0	1.0 	 0.0	0.0	0.55	1.0	1.0 	 1.0	1.0	1.244	1.0	1.0 	 0.75	0.86	1.028	1.0	1.0 	 0.83	0.83	1.23	1.0	1.0 	 0.67	0.8	0.746	1.0	1.0 	 1.0	1.0	0.779	1.0	1.0 	 0.0	0.0	0.504	1.0	1.0 	 1.0	1.0	0.775	1.0	1.0 	 0.0	0.0	0.612	1.0	1.0 	 1.0	1.0	0.855	1.0	1.0 	 1.0	1.0	0.953	1.0	1.0 	 0.8	0.8	0.759	1.0	1.0 	 1.0	1.0	0.865	1.0	1.0 	 1.0	1.0	0.73	1.0	1.0 	 1.0	1.0	0.869	1.0	1.0 	 1.0	1.0	0.663	1.0	1.0 	 1.0	1.0	1.189	1.0	1.0 	 0.75	1.0	1.019	1.0	1.0 	 0.43	0.33	1.046	1.0	1.0 	 1.0	1.0	0.801	1.0	1.0 	 1.0	1.0	1.176	1.0	1.0 	 1.0	1.0	0.792	1.0	1.0 	 1.0	1.0	1.036	1.0	1.0 	 0.57	0.57	1.42	1.0	1.0 	 1.0	1.0	0.776	1.0	1.0 	 0.67	1.0	1.092	1.0	1.0 	 0.25	0.5	0.624	1.0	1.0
1.0	1.0	0.861	1.0	1.0 	 0.25	0.5	0.675	1.0	1.0 	 0.0	0.0	0.62	1.0	1.0 	 1.0	1.0	1.18	1.0	1.0 	 0.75	0.86	0.999	1.0	1.0 	 0.83	0.83	1.45	1.0	1.0 	 0.67	0.8	0.728	1.0	1.0 	 1.0	1.0	0.796	1.0	1.0 	 0.0	0.0	0.516	1.0	1.0 	 1.0	1.0	0.829	1.0	1.0 	 0.0	0.0	0.598	1.0	1.0 	 1.0	1.0	0.899	1.0	1.0 	 1.0	1.0	0.865	1.0	1.0 	 0.8	0.8	0.749	1.0	1.0 	 1.0	1.0	1.168	1.0	1.0 	 1.0	1.0	0.749	1.0	1.0 	 1.0	1.0	0.786	1.0	1.0 	 1.0	1.0	0.673	1.0	1.0 	 1.0	1.0	1.173	1.0	1.0 	 0.75	1.0	0.781	1.0	1.0 	 0.43	0.33	1.037	1.0	1.0 	 1.0	1.0	0.762	1.0	1.0 	 1.0	1.0	1.226	1.0	1.0 	 1.0	1.0	0.81	1.0	1.0 	 1.0	1.0	1.158	1.0	1.0 	 0.57	0.57	1.612	1.0	1.0 	 1.0	1.0	0.863	1.0	1.0 	 0.67	1.0	1.278	1.0	1.0 	 0.25	0.5	0.601	1.0	1.0
1.0	1.0	0.705	1.0	1.0 	 0.5	1.0	0.608	1.0	1.0 	 0.0	0.0	0.569	1.0	1.0 	 1.0	1.0	1.562	1.0	1.0 	 0.86	0.86	1.023	1.0	1.0 	 0.57	0.67	0.707	1.0	1.0 	 0.67	0.8	0.931	1.0	1.0 	 1.0	1.0	0.782	1.0	1.0 	 0.0	0.0	0.559	1.0	1.0 	 1.0	1.0	0.808	1.0	1.0 	 0.0	0.0	0.597	1.0	1.0 	 1.0	1.0	0.814	1.0	1.0 	 1.0	1.0	1.397	1.0	1.0 	 0.8	0.8	0.938	1.0	1.0 	 1.0	1.0	1.118	1.0	1.0 	 1.0	1.0	0.715	1.0	1.0 	 1.0	1.0	0.991	1.0	1.0 	 1.0	1.0	0.908	1.0	1.0 	 1.0	1.0	1.288	1.0	1.0 	 0.75	1.0	0.808	1.0	1.0 	 0.43	0.33	0.894	1.0	1.0 	 1.0	1.0	1.015	1.0	1.0 	 1.0	1.0	1.154	1.0	1.0 	 1.0	1.0	1.039	1.0	1.0 	 1.0	1.0	1.05	1.0	1.0 	 0.57	0.57	1.403	1.0	1.0 	 1.0	1.0	0.779	1.0	1.0 	 0.67	1.0	1.045	1.0	1.0 	 0.25	0.5	0.574	1.0	1.0
1.0	1.0	0.726	1.0	1.0 	 0.5	1.0	0.608	1.0	1.0 	 0.0	0.0	0.556	1.0	1.0 	 1.0	1.0	1.507	1.0	1.0 	 0.86	0.86	1.113	1.0	1.0 	 0.57	0.67	0.752	1.0	1.0 	 0.67	0.8	0.732	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 0.0	0.0	0.521	1.0	1.0 	 1.0	1.0	0.842	1.0	1.0 	 0.0	0.0	0.671	1.0	1.0 	 1.0	1.0	0.929	1.0	1.0 	 1.0	1.0	0.808	1.0	1.0 	 0.8	0.8	0.981	1.0	1.0 	 1.0	1.0	1.121	1.0	1.0 	 1.0	1.0	0.732	1.0	1.0 	 1.0	1.0	0.844	1.0	1.0 	 1.0	1.0	0.606	1.0	1.0 	 1.0	1.0	1.302	1.0	1.0 	 0.75	1.0	0.791	1.0	1.0 	 0.43	0.33	0.86	1.0	1.0 	 1.0	1.0	0.906	1.0	1.0 	 1.0	1.0	0.807	1.0	1.0 	 1.0	1.0	0.813	1.0	1.0 	 1.0	1.0	0.807	1.0	1.0 	 0.62	0.71	1.222	1.0	1.0 	 1.0	1.0	0.855	1.0	1.0 	 0.5	0.75	0.724	1.0	1.0 	 0.25	0.5	0.639	1.0	1.0
1.0	1.0	0.703	1.0	1.0 	 0.5	1.0	0.657	1.0	1.0 	 0.0	0.0	0.541	1.0	1.0 	 1.0	1.0	1.303	1.0	1.0 	 0.86	0.86	1.266	1.0	1.0 	 1.0	1.0	0.592	1.0	1.0 	 0.67	0.8	0.783	1.0	1.0 	 1.0	1.0	1.067	1.0	1.0 	 0.0	0.0	0.5	1.0	1.0 	 1.0	1.0	0.826	1.0	1.0 	 0.0	0.0	0.592	1.0	1.0 	 1.0	1.0	1.119	1.0	1.0 	 1.0	1.0	0.908	1.0	1.0 	 0.8	0.8	0.885	1.0	1.0 	 1.0	1.0	1.34	1.0	1.0 	 1.0	1.0	0.976	1.0	1.0 	 1.0	1.0	0.792	1.0	1.0 	 1.0	1.0	0.648	1.0	1.0 	 1.0	1.0	1.632	1.0	1.0 	 0.75	1.0	0.844	1.0	1.0 	 0.43	0.33	1.149	1.0	1.0 	 1.0	1.0	1.027	1.0	1.0 	 1.0	1.0	0.929	1.0	1.0 	 1.0	1.0	0.815	1.0	1.0 	 1.0	1.0	0.858	1.0	1.0 	 0.62	0.71	1.464	1.0	1.0 	 1.0	1.0	0.864	1.0	1.0 	 0.33	0.5	0.744	1.0	1.0 	 0.25	0.5	0.656	1.0	1.0
1.0	1.0	0.715	1.0	1.0 	 0.5	1.0	0.638	1.0	1.0 	 0.0	0.0	0.579	1.0	1.0 	 1.0	1.0	1.327	1.0	1.0 	 0.86	0.86	1.497	1.0	1.0 	 1.0	1.0	0.592	1.0	1.0 	 0.67	0.8	1.044	1.0	1.0 	 1.0	1.0	0.912	1.0	1.0 	 0.0	0.0	0.529	1.0	1.0 	 1.0	1.0	1.034	1.0	1.0 	 0.0	0.0	0.596	1.0	1.0 	 1.0	1.0	0.859	1.0	1.0 	 1.0	1.0	0.851	1.0	1.0 	 0.8	0.8	0.845	1.0	1.0 	 1.0	1.0	0.763	1.0	1.0 	 1.0	1.0	0.845	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 1.0	1.0	0.827	1.0	1.0 	 1.0	1.0	1.33	1.0	1.0 	 0.75	1.0	0.872	1.0	1.0 	 0.43	0.33	0.887	1.0	1.0 	 1.0	1.0	0.828	1.0	1.0 	 1.0	1.0	1.077	1.0	1.0 	 1.0	1.0	0.835	1.0	1.0 	 1.0	1.0	1.095	1.0	1.0 	 0.62	0.71	1.179	1.0	1.0 	 1.0	1.0	0.842	1.0	1.0 	 0.33	0.5	0.78	1.0	1.0 	 0.25	0.5	0.887	1.0	1.0
1.0	1.0	0.726	1.0	1.0 	 0.25	0.5	0.641	1.0	1.0 	 0.0	0.0	0.543	1.0	1.0 	 1.0	1.0	1.316	1.0	1.0 	 0.86	0.86	1.313	1.0	1.0 	 1.0	1.0	0.818	1.0	1.0 	 0.67	0.8	0.779	1.0	1.0 	 1.0	1.0	0.896	1.0	1.0 	 0.0	0.0	0.783	1.0	1.0 	 1.0	1.0	0.822	1.0	1.0 	 0.0	0.0	0.841	1.0	1.0 	 1.0	1.0	0.89	1.0	1.0 	 1.0	1.0	0.904	1.0	1.0 	 0.8	0.8	1.008	1.0	1.0 	 0.75	0.75	1.205	1.0	1.0 	 1.0	1.0	0.842	1.0	1.0 	 1.0	1.0	0.853	1.0	1.0 	 1.0	1.0	0.66	1.0	1.0 	 1.0	1.0	1.306	1.0	1.0 	 0.75	1.0	0.955	1.0	1.0 	 0.43	0.33	0.86	1.0	1.0 	 1.0	1.0	0.795	1.0	1.0 	 1.0	1.0	0.815	1.0	1.0 	 1.0	1.0	0.821	1.0	1.0 	 1.0	1.0	0.858	1.0	1.0 	 0.62	0.71	1.173	1.0	1.0 	 1.0	1.0	0.893	1.0	1.0 	 0.33	0.5	0.748	1.0	1.0 	 0.25	0.5	0.68	1.0	1.0
1.0	1.0	0.715	1.0	1.0 	 0.5	1.0	0.94	1.0	1.0 	 0.0	0.0	0.821	1.0	1.0 	 1.0	1.0	1.517	1.0	1.0 	 0.86	0.86	1.162	1.0	1.0 	 1.0	1.0	0.627	1.0	1.0 	 0.67	0.8	0.865	1.0	1.0 	 1.0	1.0	0.86	1.0	1.0 	 0.0	0.0	0.577	1.0	1.0 	 1.0	1.0	0.828	1.0	1.0 	 0.0	0.0	0.609	1.0	1.0 	 1.0	1.0	0.759	1.0	1.0 	 1.0	1.0	0.915	1.0	1.0 	 0.8	0.8	1.349	1.0	1.0 	 1.0	1.0	0.763	1.0	1.0 	 1.0	1.0	0.764	1.0	1.0 	 1.0	1.0	0.636	1.0	1.0 	 1.0	1.0	0.744	1.0	1.0 	 1.0	1.0	1.423	1.0	1.0 	 0.75	1.0	0.791	1.0	1.0 	 0.62	0.56	1.469	1.0	1.0 	 1.0	1.0	0.771	1.0	1.0 	 1.0	1.0	0.791	1.0	1.0 	 1.0	1.0	0.838	1.0	1.0 	 1.0	1.0	0.912	1.0	1.0 	 0.62	0.71	0.834	1.0	1.0 	 1.0	1.0	0.832	1.0	1.0 	 0.5	0.75	0.764	1.0	1.0 	 0.25	0.5	0.65	1.0	1.0
1.0	1.0	0.677	1.0	1.0 	 0.5	1.0	0.673	1.0	1.0 	 0.0	0.0	0.531	1.0	1.0 	 1.0	1.0	1.529	1.0	1.0 	 0.86	0.86	1.167	1.0	1.0 	 1.0	1.0	0.602	1.0	1.0 	 0.67	0.8	1.162	1.0	1.0 	 1.0	1.0	0.788	1.0	1.0 	 0.0	0.0	0.516	1.0	1.0 	 1.0	1.0	0.795	1.0	1.0 	 0.0	0.0	0.595	1.0	1.0 	 1.0	1.0	0.827	1.0	1.0 	 1.0	1.0	1.098	1.0	1.0 	 0.8	0.8	0.979	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 1.0	1.0	0.793	1.0	1.0 	 1.0	1.0	0.661	1.0	1.0 	 1.0	1.0	0.711	1.0	1.0 	 1.0	1.0	1.571	1.0	1.0 	 0.75	1.0	1.103	1.0	1.0 	 0.62	0.56	1.484	1.0	1.0 	 1.0	1.0	0.748	1.0	1.0 	 1.0	1.0	0.827	1.0	1.0 	 1.0	1.0	0.785	1.0	1.0 	 1.0	1.0	0.796	1.0	1.0 	 0.62	0.71	0.896	1.0	1.0 	 1.0	1.0	1.006	1.0	1.0 	 0.5	0.75	0.714	1.0	1.0 	 0.25	0.5	0.548	1.0	1.0
1.0	1.0	0.955	1.0	1.0 	 0.25	0.5	0.655	1.0	1.0 	 0.0	0.0	0.61	1.0	1.0 	 1.0	1.0	1.451	1.0	1.0 	 0.86	0.86	1.171	1.0	1.0 	 1.0	1.0	1.027	1.0	1.0 	 0.67	0.8	0.968	1.0	1.0 	 1.0	1.0	0.739	1.0	1.0 	 0.0	0.0	0.52	1.0	1.0 	 1.0	1.0	0.824	1.0	1.0 	 0.0	0.0	0.595	1.0	1.0 	 1.0	1.0	0.796	1.0	1.0 	 1.0	1.0	0.927	1.0	1.0 	 0.8	0.8	1.038	1.0	1.0 	 0.75	0.75	1.11	1.0	1.0 	 1.0	1.0	0.764	1.0	1.0 	 1.0	1.0	0.696	1.0	1.0 	 1.0	1.0	0.667	1.0	1.0 	 1.0	1.0	1.471	1.0	1.0 	 0.75	1.0	0.916	1.0	1.0 	 0.5	0.44	0.825	1.0	1.0 	 1.0	1.0	0.74	1.0	1.0 	 1.0	1.0	0.793	1.0	1.0 	 1.0	1.0	0.877	1.0	1.0 	 1.0	1.0	0.796	1.0	1.0 	 0.5	0.57	1.258	1.0	1.0 	 1.0	1.0	0.77	1.0	1.0 	 0.33	0.5	0.995	1.0	1.0 	 0.25	0.5	0.572	1.0	1.0
1.0	1.0	0.673	1.0	1.0 	 0.5	1.0	0.698	1.0	1.0 	 0.0	0.0	0.753	1.0	1.0 	 1.0	1.0	1.101	1.0	1.0 	 0.86	0.86	1.149	1.0	1.0 	 1.0	1.0	0.867	1.0	1.0 	 0.67	0.8	1.009	1.0	1.0 	 1.0	1.0	0.858	1.0	1.0 	 0.0	0.0	0.537	1.0	1.0 	 1.0	1.0	0.891	1.0	1.0 	 0.0	0.0	0.604	1.0	1.0 	 1.0	1.0	0.873	1.0	1.0 	 1.0	1.0	1.477	1.0	1.0 	 0.8	0.8	0.924	1.0	1.0 	 1.0	1.0	0.77	1.0	1.0 	 1.0	1.0	0.841	1.0	1.0 	 1.0	1.0	0.978	1.0	1.0 	 1.0	1.0	0.926	1.0	1.0 	 1.0	1.0	1.747	1.0	1.0 	 0.75	1.0	0.952	1.0	1.0 	 0.5	0.44	1.464	1.0	1.0 	 1.0	1.0	0.99	1.0	1.0 	 1.0	1.0	0.807	1.0	1.0 	 1.0	1.0	1.083	1.0	1.0 	 1.0	1.0	0.808	1.0	1.0 	 0.5	0.57	0.819	1.0	1.0 	 1.0	1.0	0.765	1.0	1.0 	 0.33	0.5	0.735	1.0	1.0 	 0.25	0.5	0.606	1.0	1.0
