source 	 p 	 r 	 t 	 a 	 m 

0.67	0.75	8.945
0.62	0.71	7.954
1.0	1.0	4.468
0.92	0.92	10.785
0.5	0.33	3.933
0.92	0.92	8.001
0.79	0.79	6.918
0.89	0.8	5.797
0.17	0.25	3.682
0.75	0.75	6.843
0.25	0.33	4.421
0.77	0.83	5.333
0.92	0.92	5.571
0.77	0.71	5.149
0.73	0.65	5.327
0.88	0.88	5.835
1.0	1.0	6.418
1.0	1.0	4.547
0.92	0.92	9.966
0.58	0.58	5.276
0.5	0.3	4.802
0.82	0.82	4.759
0.92	0.92	8.809
0.92	0.92	5.197
0.89	0.94	4.973
0.65	0.62	8.789
1.0	1.0	6.316
0.35	0.32	4.734
0.82	0.82	4.729
