c1                                                                                op21                                                                              c2                                                                                op23                                                                              c3                                                                                count
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             5182
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         5125
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             5125
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             5124
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         5124
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E73_Information_Object                            http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E22_Man-Made_Object                               4781
http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E73_Information_Object                            http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          4781
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P87_is_identified_by                              http://erlangen-crm.org/current/E48_Place_Name                                    4667
http://erlangen-crm.org/current/E48_Place_Name                                    http://erlangen-crm.org/current/P87_is_identified_by                              http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          4667
http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P108i_was_produced_by                             http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P108i_was_produced_by                             http://erlangen-crm.org/current/E12_Production                                    4422
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3791
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    3791
http://erlangen-crm.org/current/E52_Time-Span                                     http://erlangen-crm.org/current/P4_has_time-span                                  http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P7_took_place_at                                  http://erlangen-crm.org/current/E53_Place                                         3752
http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P7_took_place_at                                  http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P4_has_time-span                                  http://erlangen-crm.org/current/E52_Time-Span                                     3752
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    3611
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3611
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         3308
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3308
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         3221
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3221
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E21_Person                                        3219
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          3219
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         3212
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          3212
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         3135
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    3135
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3021
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         3021
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3015
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         3015
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3013
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         3013
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    3012
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         3012
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    3011
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             3011
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         3011
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         3011
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         3010
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         3010
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         2988
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         2988
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         2986
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         2986
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E73_Information_Object                            http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          1742
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          1681
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E39_Actor                                         1681
http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        1352
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 1352
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P43_has_dimension                                 http://erlangen-crm.org/current/E54_Dimension                                     1092
http://erlangen-crm.org/current/E54_Dimension                                     http://erlangen-crm.org/current/P43_has_dimension                                 http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         1092
http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P108i_was_produced_by                             http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         969
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P108i_was_produced_by                             http://erlangen-crm.org/current/E12_Production                                    969
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E39_Actor                                         908
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E39_Actor                                         838
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E21_Person                                        838
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    794
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P52_has_current_owner                             http://erlangen-crm.org/current/E40_Legal_Body                                    794
http://erlangen-crm.org/current/E35_Title                                         http://erlangen-crm.org/current/P102_has_title                                    http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         794
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         794
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P102_has_title                                    http://erlangen-crm.org/current/E35_Title                                         794
http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P52_has_current_owner                             http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         794
http://erlangen-crm.org/current/E8_Acquisition                                    http://erlangen-crm.org/current/P24i_changed_ownership_through                    http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         791
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P24i_changed_ownership_through                    http://erlangen-crm.org/current/E8_Acquisition                                    791
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P55_has_current_location                          http://erlangen-crm.org/current/E53_Place                                         790
http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P55_has_current_location                          http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         790
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E21_Person                                        776
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 758
http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E39_Actor                                         758
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             696
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    696
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             452
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             452
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             412
http://erlangen-crm.org/current/E48_Place_Name                                    http://erlangen-crm.org/current/P87_is_identified_by                              http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P89_falls_within                                  http://erlangen-crm.org/current/E53_Place                                         351
http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P89_falls_within                                  http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P87_is_identified_by                              http://erlangen-crm.org/current/E48_Place_Name                                    351
http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P89_falls_within                                  http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          351
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P89_falls_within                                  http://erlangen-crm.org/current/E53_Place                                         351
http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E39_Actor                                         295
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E40_Legal_Body                                    295
http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E21_Person                                        281
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E40_Legal_Body                                    281
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         275
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             275
http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E75_Conceptual_Object_Appellation                 234
http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        192
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E22_Man-Made_Object                               192
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             190
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        190
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             190
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        190
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    189
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         189
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              189
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             189
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             189
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              189
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    131
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    131
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        131
http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E39_Actor                                         131
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        131
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E22_Man-Made_Object                               131
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    130
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        130
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              130
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              130
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              130
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              130
