s01-cb.csv(10)	 	 	 	  	 s02-dma.csv(19)	 	 	 	  	 s03-ima-artists.xml(8)	 	 	 	  	 s04-ima-artworks.xml(19)	 	 	 	  	 s05-met.json(18)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(19)	 	 	 	  	 s08-s-17-edited.xml(8)	 	 	 	  	 s09-s-18-artists.json(6)	 	 	 	  	 s10-s-18-artworks.json(15)	 	 	 	  	 s11-s-19-artists.json(8)	 	 	 	  	 s12-s-19-artworks.json(12)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(14)	 	 	 	  	 s14-s-california-african-american.json(13)	 	 	 	  	 s15-s-detroit-institute-of-art.json(18)	 	 	 	  	 s16-s-hammer.xml(10)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(16)	 	 	 	  	 s18-s-indianapolis-artists.xml(8)	 	 	 	  	 s19-s-indianapolis-artworks.xml(19)	 	 	 	  	 s20-s-lacma.xml(14)	 	 	 	  	 s21-s-met.json(17)	 	 	 	  	 s22-s-moca.xml(10)	 	 	 	  	 s23-s-national-portrait-gallery.json(20)	 	 	 	  	 s24-s-norton-simon.json(13)	 	 	 	  	 s25-s-oakland-museum-paintings.json(16)	 	 	 	  	 s26-s-san-francisco-moma.json(17)	 	 	 	  	 s27-s-the-huntington.json(16)	 	 	 	  	 s28-wildlife-art.csv(23)	 	 	 	  	 s29-gilcrease.csv(14)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
1.0	1.0	0.531	1.0	1.0 	 0.8	0.8	3.429	1.0	1.0 	 0.88	0.78	0.881	1.0	1.0 	 0.78	0.78	1.926	1.0	1.0 	 0.67	0.57	1.386	1.0	1.0 	 0.93	0.72	0.898	1.0	1.0 	 0.78	0.78	1.649	1.0	1.0 	 0.57	0.57	2.048	1.0	1.0 	 0.22	0.4	0.753	1.0	1.0 	 0.45	0.5	1.597	1.0	1.0 	 0.33	0.5	1.196	1.0	1.0 	 0.8	0.89	0.841	1.0	1.0 	 0.83	0.77	0.508	1.0	1.0 	 0.54	0.78	0.42	1.0	1.0 	 0.81	0.87	0.844	1.0	1.0 	 0.67	0.75	0.368	1.0	1.0 	 1.0	1.0	0.576	1.0	1.0 	 0.88	0.78	0.543	1.0	1.0 	 0.83	0.83	1.782	1.0	1.0 	 0.64	0.69	2.377	1.0	1.0 	 1.0	1.0	1.188	1.0	1.0 	 0.78	0.88	0.58	1.0	1.0 	 0.89	0.84	2.476	1.0	1.0 	 1.0	1.0	0.559	1.0	1.0 	 0.81	0.87	1.536	1.0	1.0 	 0.67	0.71	7.829	1.0	1.0 	 1.0	1.0	1.092	1.0	1.0 	 0.89	0.84	118.192	1.0	1.0 	 0.9	1.0	0.474	1.0	1.0
1.0	1.0	0.597	1.0	1.0 	 0.8	0.8	3.724	1.0	1.0 	 0.88	0.78	0.698	1.0	1.0 	 0.78	0.78	1.832	1.0	1.0 	 0.75	0.64	3.791	1.0	1.0 	 0.93	0.72	0.647	1.0	1.0 	 0.78	0.78	1.98	1.0	1.0 	 0.57	0.57	1.752	1.0	1.0 	 0.22	0.4	0.712	1.0	1.0 	 0.45	0.5	1.59	1.0	1.0 	 0.33	0.5	1.138	1.0	1.0 	 0.8	0.89	0.644	1.0	1.0 	 0.83	0.77	0.539	1.0	1.0 	 0.54	0.78	0.417	1.0	1.0 	 1.0	1.0	0.609	1.0	1.0 	 0.67	0.75	0.34	1.0	1.0 	 1.0	1.0	0.616	1.0	1.0 	 0.88	0.78	0.443	1.0	1.0 	 0.78	0.78	1.487	1.0	1.0 	 0.69	0.69	1.983	1.0	1.0 	 1.0	1.0	0.991	1.0	1.0 	 0.78	0.88	0.618	1.0	1.0 	 0.89	0.84	3.622	1.0	1.0 	 1.0	1.0	0.942	1.0	1.0 	 1.0	1.0	0.692	1.0	1.0 	 0.75	0.71	10.23	1.0	1.0 	 1.0	1.0	0.762	1.0	1.0 	 0.83	0.79	49.402	1.0	1.0 	 0.9	1.0	0.455	1.0	1.0
1.0	1.0	0.616	1.0	1.0 	 0.67	0.67	4.33	1.0	1.0 	 0.88	0.78	0.708	1.0	1.0 	 0.78	0.78	1.443	1.0	1.0 	 0.46	0.43	2.31	1.0	1.0 	 0.93	0.72	0.628	1.0	1.0 	 0.78	0.78	2.185	1.0	1.0 	 0.57	0.57	1.86	1.0	1.0 	 0.22	0.4	0.587	1.0	1.0 	 0.45	0.5	1.815	1.0	1.0 	 0.33	0.5	1.149	1.0	1.0 	 0.8	0.89	1.121	1.0	1.0 	 0.83	0.77	0.526	1.0	1.0 	 0.54	0.78	0.441	1.0	1.0 	 1.0	1.0	0.585	1.0	1.0 	 0.67	0.75	0.35	1.0	1.0 	 1.0	1.0	0.854	1.0	1.0 	 0.88	0.78	0.734	1.0	1.0 	 0.78	0.78	1.235	1.0	1.0 	 0.69	0.69	2.228	1.0	1.0 	 1.0	1.0	0.964	1.0	1.0 	 0.78	0.88	1.089	1.0	1.0 	 0.89	0.84	3.019	1.0	1.0 	 1.0	1.0	0.643	1.0	1.0 	 1.0	1.0	0.62	1.0	1.0 	 0.75	0.71	6.741	1.0	1.0 	 1.0	1.0	0.756	1.0	1.0 	 0.78	0.74	93.149	1.0	1.0 	 0.9	1.0	0.476	1.0	1.0
1.0	1.0	0.885	1.0	1.0 	 0.75	0.8	1.194	1.0	1.0 	 0.88	0.78	0.66	1.0	1.0 	 0.78	0.78	1.43	1.0	1.0 	 0.46	0.43	2.453	1.0	1.0 	 0.93	0.72	0.611	1.0	1.0 	 0.78	0.78	2.452	1.0	1.0 	 0.57	0.57	1.709	1.0	1.0 	 0.1	0.2	0.772	1.0	1.0 	 0.42	0.5	1.467	1.0	1.0 	 0.33	0.5	1.088	1.0	1.0 	 0.8	0.89	0.56	1.0	1.0 	 0.83	0.77	0.563	1.0	1.0 	 0.54	0.78	0.712	1.0	1.0 	 1.0	1.0	0.657	1.0	1.0 	 0.67	0.75	0.361	1.0	1.0 	 1.0	1.0	0.623	1.0	1.0 	 0.88	0.78	0.459	1.0	1.0 	 0.78	0.78	1.238	1.0	1.0 	 0.69	0.69	2.184	1.0	1.0 	 1.0	1.0	1.505	1.0	1.0 	 0.78	0.88	0.668	1.0	1.0 	 0.89	0.84	3.574	1.0	1.0 	 1.0	1.0	0.658	1.0	1.0 	 1.0	1.0	0.8	1.0	1.0 	 0.61	0.65	11.101	1.0	1.0 	 1.0	1.0	0.813	1.0	1.0 	 0.83	0.79	158.738	1.0	1.0 	 0.9	1.0	0.568	1.0	1.0
1.0	1.0	0.568	1.0	1.0 	 0.75	0.8	0.877	1.0	1.0 	 0.88	0.78	0.861	1.0	1.0 	 0.78	0.78	1.37	1.0	1.0 	 0.46	0.43	2.579	1.0	1.0 	 0.93	0.72	0.605	1.0	1.0 	 0.78	0.78	2.16	1.0	1.0 	 0.57	0.57	1.688	1.0	1.0 	 0.1	0.2	0.432	1.0	1.0 	 0.45	0.5	1.332	1.0	1.0 	 0.33	0.5	1.05	1.0	1.0 	 1.0	1.0	0.511	1.0	1.0 	 0.83	0.77	0.536	1.0	1.0 	 0.64	0.78	0.443	1.0	1.0 	 1.0	1.0	0.667	1.0	1.0 	 0.67	0.75	0.363	1.0	1.0 	 1.0	1.0	0.601	1.0	1.0 	 0.88	0.78	0.438	1.0	1.0 	 0.78	0.78	1.362	1.0	1.0 	 0.69	0.69	2.267	1.0	1.0 	 1.0	1.0	1.159	1.0	1.0 	 0.78	0.88	0.639	1.0	1.0 	 0.89	0.84	3.532	1.0	1.0 	 1.0	1.0	0.664	1.0	1.0 	 1.0	1.0	1.82	1.0	1.0 	 0.61	0.65	5.811	1.0	1.0 	 1.0	1.0	0.823	1.0	1.0 	 0.83	0.79	136.636	1.0	1.0 	 0.9	1.0	0.519	1.0	1.0
1.0	1.0	0.633	1.0	1.0 	 0.75	0.8	0.878	1.0	1.0 	 0.88	0.78	0.949	1.0	1.0 	 0.78	0.78	1.42	1.0	1.0 	 0.67	0.57	2.555	1.0	1.0 	 0.93	0.72	0.62	1.0	1.0 	 0.78	0.78	1.756	1.0	1.0 	 0.57	0.57	1.907	1.0	1.0 	 0.1	0.2	0.406	1.0	1.0 	 0.6	0.6	0.992	1.0	1.0 	 0.33	0.5	1.541	1.0	1.0 	 1.0	1.0	0.551	1.0	1.0 	 0.83	0.77	0.569	1.0	1.0 	 0.64	0.78	0.435	1.0	1.0 	 1.0	1.0	0.657	1.0	1.0 	 0.7	0.88	0.629	1.0	1.0 	 1.0	1.0	0.588	1.0	1.0 	 0.88	0.78	0.477	1.0	1.0 	 0.78	0.78	1.34	1.0	1.0 	 0.71	0.77	1.823	1.0	1.0 	 0.92	0.86	1.127	1.0	1.0 	 0.78	0.88	0.656	1.0	1.0 	 0.89	0.84	6.054	1.0	1.0 	 1.0	1.0	0.65	1.0	1.0 	 1.0	1.0	1.22	1.0	1.0 	 0.81	0.76	5.243	1.0	1.0 	 1.0	1.0	0.859	1.0	1.0 	 0.83	0.79	67.957	1.0	1.0 	 0.9	1.0	0.363	1.0	1.0
1.0	1.0	0.648	1.0	1.0 	 0.75	0.8	0.881	1.0	1.0 	 0.88	0.78	0.738	1.0	1.0 	 0.78	0.78	1.323	1.0	1.0 	 0.67	0.57	2.5	1.0	1.0 	 0.93	0.72	0.585	1.0	1.0 	 0.78	0.78	1.545	1.0	1.0 	 0.57	0.57	2.244	1.0	1.0 	 0.1	0.2	0.406	1.0	1.0 	 0.6	0.6	0.932	1.0	1.0 	 0.33	0.5	1.43	1.0	1.0 	 1.0	1.0	0.59	1.0	1.0 	 0.83	0.77	0.824	1.0	1.0 	 0.64	0.78	0.452	1.0	1.0 	 1.0	1.0	0.647	1.0	1.0 	 0.7	0.88	0.394	1.0	1.0 	 1.0	1.0	0.608	1.0	1.0 	 0.88	0.78	0.51	1.0	1.0 	 0.78	0.78	1.335	1.0	1.0 	 0.71	0.77	2.294	1.0	1.0 	 0.92	0.86	1.074	1.0	1.0 	 0.78	0.88	0.664	1.0	1.0 	 0.89	0.84	6.285	1.0	1.0 	 1.0	1.0	0.68	1.0	1.0 	 1.0	1.0	1.224	1.0	1.0 	 0.81	0.76	4.938	1.0	1.0 	 1.0	1.0	0.798	1.0	1.0 	 0.83	0.79	68.134	1.0	1.0 	 0.9	1.0	0.53	1.0	1.0
1.0	1.0	0.619	1.0	1.0 	 0.75	0.8	0.892	1.0	1.0 	 0.88	0.78	1.392	1.0	1.0 	 0.78	0.78	1.547	1.0	1.0 	 0.67	0.57	2.788	1.0	1.0 	 0.93	0.72	0.89	1.0	1.0 	 0.78	0.78	1.778	1.0	1.0 	 0.57	0.57	2.06	1.0	1.0 	 0.1	0.2	0.375	1.0	1.0 	 0.6	0.6	0.913	1.0	1.0 	 0.33	0.5	1.331	1.0	1.0 	 1.0	1.0	0.652	1.0	1.0 	 0.83	0.77	0.564	1.0	1.0 	 0.64	0.78	0.476	1.0	1.0 	 1.0	1.0	0.946	1.0	1.0 	 0.7	0.88	0.395	1.0	1.0 	 1.0	1.0	0.608	1.0	1.0 	 0.88	0.78	0.444	1.0	1.0 	 0.78	0.78	1.562	1.0	1.0 	 0.71	0.77	2.117	1.0	1.0 	 0.92	0.86	1.092	1.0	1.0 	 0.78	0.88	0.672	1.0	1.0 	 0.89	0.84	5.957	1.0	1.0 	 1.0	1.0	0.67	1.0	1.0 	 1.0	1.0	1.378	1.0	1.0 	 0.81	0.76	5.988	1.0	1.0 	 1.0	1.0	0.876	1.0	1.0 	 0.83	0.79	77.574	1.0	1.0 	 0.9	1.0	0.508	1.0	1.0
1.0	1.0	0.607	1.0	1.0 	 0.75	0.8	0.923	1.0	1.0 	 0.88	0.78	0.887	1.0	1.0 	 0.78	0.78	1.279	1.0	1.0 	 0.67	0.57	2.551	1.0	1.0 	 0.93	0.72	0.528	1.0	1.0 	 0.78	0.78	1.696	1.0	1.0 	 0.57	0.57	1.96	1.0	1.0 	 0.1	0.2	0.37	1.0	1.0 	 0.6	0.6	1.175	1.0	1.0 	 0.33	0.5	1.239	1.0	1.0 	 1.0	1.0	0.665	1.0	1.0 	 0.83	0.77	0.555	1.0	1.0 	 0.64	0.78	0.517	1.0	1.0 	 1.0	1.0	0.616	1.0	1.0 	 0.7	0.88	0.381	1.0	1.0 	 1.0	1.0	0.591	1.0	1.0 	 0.88	0.78	0.442	1.0	1.0 	 0.78	0.78	1.279	1.0	1.0 	 0.71	0.77	2.849	1.0	1.0 	 0.92	0.86	1.08	1.0	1.0 	 0.78	0.88	0.671	1.0	1.0 	 0.89	0.84	5.859	1.0	1.0 	 1.0	1.0	0.989	1.0	1.0 	 1.0	1.0	1.181	1.0	1.0 	 0.81	0.76	5.365	1.0	1.0 	 1.0	1.0	0.804	1.0	1.0 	 0.83	0.79	121.556	1.0	1.0 	 0.9	1.0	0.478	1.0	1.0
1.0	1.0	0.627	1.0	1.0 	 0.75	0.8	1.287	1.0	1.0 	 0.88	0.78	0.773	1.0	1.0 	 0.78	0.78	1.338	1.0	1.0 	 0.5	0.5	1.002	1.0	1.0 	 0.93	0.72	0.601	1.0	1.0 	 0.78	0.78	2.415	1.0	1.0 	 0.57	0.57	2.411	1.0	1.0 	 0.1	0.2	0.409	1.0	1.0 	 0.55	0.6	0.966	1.0	1.0 	 0.33	0.5	1.2	1.0	1.0 	 1.0	1.0	0.934	1.0	1.0 	 0.83	0.77	0.552	1.0	1.0 	 0.64	0.78	0.499	1.0	1.0 	 1.0	1.0	0.655	1.0	1.0 	 0.7	0.88	0.397	1.0	1.0 	 1.0	1.0	0.875	1.0	1.0 	 0.88	0.78	0.71	1.0	1.0 	 0.78	0.78	1.254	1.0	1.0 	 0.71	0.77	4.093	1.0	1.0 	 0.92	0.86	1.12	1.0	1.0 	 0.78	0.88	0.99	1.0	1.0 	 0.89	0.84	5.481	1.0	1.0 	 1.0	1.0	0.667	1.0	1.0 	 1.0	1.0	1.143	1.0	1.0 	 0.81	0.76	5.131	1.0	1.0 	 1.0	1.0	1.18	1.0	1.0 	 0.72	0.68	121.681	1.0	1.0 	 0.9	1.0	0.606	1.0	1.0
1.0	1.0	0.889	1.0	1.0 	 0.88	0.93	1.089	1.0	1.0 	 0.88	0.78	0.749	1.0	1.0 	 0.78	0.78	1.279	1.0	1.0 	 0.5	0.5	1.242	1.0	1.0 	 0.93	0.72	0.637	1.0	1.0 	 0.78	0.78	2.097	1.0	1.0 	 0.57	0.57	1.964	1.0	1.0 	 0.1	0.2	0.958	1.0	1.0 	 0.6	0.6	0.909	1.0	1.0 	 0.33	0.5	1.397	1.0	1.0 	 1.0	1.0	0.584	1.0	1.0 	 0.83	0.77	0.598	1.0	1.0 	 0.64	0.78	0.712	1.0	1.0 	 1.0	1.0	0.659	1.0	1.0 	 0.7	0.88	0.377	1.0	1.0 	 1.0	1.0	0.599	1.0	1.0 	 0.88	0.78	0.429	1.0	1.0 	 0.78	0.78	1.256	1.0	1.0 	 0.71	0.77	3.306	1.0	1.0 	 0.92	0.86	1.469	1.0	1.0 	 0.78	0.88	0.672	1.0	1.0 	 0.89	0.84	5.009	1.0	1.0 	 1.0	1.0	0.67	1.0	1.0 	 1.0	1.0	1.143	1.0	1.0 	 0.83	0.88	0.919	1.0	1.0 	 1.0	1.0	0.812	1.0	1.0 	 0.89	0.84	2.719	1.0	1.0 	 0.9	1.0	0.57	1.0	1.0
1.0	1.0	0.587	1.0	1.0 	 0.88	0.93	1.163	1.0	1.0 	 0.88	0.78	1.124	1.0	1.0 	 0.78	0.78	1.419	1.0	1.0 	 0.5	0.5	1.088	1.0	1.0 	 0.93	0.72	0.685	1.0	1.0 	 0.78	0.78	1.857	1.0	1.0 	 0.57	0.57	2.004	1.0	1.0 	 0.1	0.2	0.541	1.0	1.0 	 0.6	0.6	0.968	1.0	1.0 	 0.33	0.5	1.695	1.0	1.0 	 1.0	1.0	0.547	1.0	1.0 	 0.83	0.77	0.586	1.0	1.0 	 0.64	0.78	0.48	1.0	1.0 	 1.0	1.0	0.631	1.0	1.0 	 0.7	0.88	0.385	1.0	1.0 	 1.0	1.0	0.595	1.0	1.0 	 0.88	0.78	0.424	1.0	1.0 	 0.78	0.78	1.266	1.0	1.0 	 0.71	0.77	2.715	1.0	1.0 	 0.92	0.86	1.253	1.0	1.0 	 0.78	0.88	0.668	1.0	1.0 	 0.89	0.84	4.59	1.0	1.0 	 1.0	1.0	0.664	1.0	1.0 	 1.0	1.0	1.066	1.0	1.0 	 0.83	0.88	1.308	1.0	1.0 	 1.0	1.0	0.785	1.0	1.0 	 0.89	0.84	1.152	1.0	1.0 	 0.9	1.0	0.614	1.0	1.0
1.0	1.0	0.653	1.0	1.0 	 0.88	0.93	1.214	1.0	1.0 	 0.88	0.78	0.886	1.0	1.0 	 0.78	0.78	1.219	1.0	1.0 	 0.5	0.5	1.114	1.0	1.0 	 0.94	0.94	0.982	1.0	1.0 	 0.78	0.78	2.108	1.0	1.0 	 0.57	0.57	2.548	1.0	1.0 	 0.18	0.4	0.447	1.0	1.0 	 0.6	0.6	1.185	1.0	1.0 	 0.33	0.5	1.222	1.0	1.0 	 1.0	1.0	0.519	1.0	1.0 	 0.83	0.77	0.86	1.0	1.0 	 0.64	0.78	0.496	1.0	1.0 	 1.0	1.0	0.758	1.0	1.0 	 0.7	0.88	0.678	1.0	1.0 	 1.0	1.0	0.565	1.0	1.0 	 0.88	0.78	0.433	1.0	1.0 	 0.78	0.78	1.239	1.0	1.0 	 0.71	0.77	2.946	1.0	1.0 	 0.92	0.86	1.24	1.0	1.0 	 0.78	0.88	0.69	1.0	1.0 	 0.89	0.84	5.458	1.0	1.0 	 1.0	1.0	0.722	1.0	1.0 	 1.0	1.0	1.132	1.0	1.0 	 0.83	0.88	0.928	1.0	1.0 	 1.0	1.0	0.822	1.0	1.0 	 0.89	0.84	1.171	1.0	1.0 	 0.9	1.0	0.542	1.0	1.0
1.0	1.0	0.617	1.0	1.0 	 0.88	0.93	1.157	1.0	1.0 	 0.88	0.78	0.821	1.0	1.0 	 0.78	0.78	1.508	1.0	1.0 	 0.5	0.5	1.303	1.0	1.0 	 0.94	0.94	0.974	1.0	1.0 	 0.78	0.78	1.726	1.0	1.0 	 0.57	0.57	2.46	1.0	1.0 	 0.18	0.4	0.397	1.0	1.0 	 0.6	0.6	1.163	1.0	1.0 	 0.33	0.5	1.23	1.0	1.0 	 1.0	1.0	0.492	1.0	1.0 	 0.83	0.77	0.593	1.0	1.0 	 0.64	0.78	0.552	1.0	1.0 	 1.0	1.0	0.737	1.0	1.0 	 0.7	0.88	0.393	1.0	1.0 	 1.0	1.0	0.614	1.0	1.0 	 0.88	0.78	0.449	1.0	1.0 	 0.78	0.78	1.519	1.0	1.0 	 0.71	0.77	2.886	1.0	1.0 	 0.92	0.86	1.304	1.0	1.0 	 0.78	0.88	0.666	1.0	1.0 	 0.89	0.84	5.284	1.0	1.0 	 1.0	1.0	0.747	1.0	1.0 	 1.0	1.0	1.196	1.0	1.0 	 0.83	0.88	0.987	1.0	1.0 	 1.0	1.0	0.842	1.0	1.0 	 0.89	0.84	1.079	1.0	1.0 	 0.9	1.0	0.588	1.0	1.0
1.0	1.0	0.647	1.0	1.0 	 0.88	0.93	1.212	1.0	1.0 	 0.88	0.78	1.203	1.0	1.0 	 0.78	0.78	1.153	1.0	1.0 	 0.5	0.5	1.295	1.0	1.0 	 0.94	0.94	1.26	1.0	1.0 	 0.78	0.78	1.619	1.0	1.0 	 0.57	0.57	2.95	1.0	1.0 	 0.18	0.4	0.484	1.0	1.0 	 0.64	0.7	1.55	1.0	1.0 	 0.33	0.5	1.176	1.0	1.0 	 1.0	1.0	0.493	1.0	1.0 	 0.83	0.77	0.606	1.0	1.0 	 0.64	0.78	0.492	1.0	1.0 	 1.0	1.0	0.934	1.0	1.0 	 0.7	0.88	0.411	1.0	1.0 	 1.0	1.0	0.605	1.0	1.0 	 0.88	0.78	0.474	1.0	1.0 	 0.78	0.78	1.253	1.0	1.0 	 0.71	0.77	3.09	1.0	1.0 	 0.92	0.86	1.144	1.0	1.0 	 0.78	0.88	0.676	1.0	1.0 	 0.89	0.84	4.022	1.0	1.0 	 1.0	1.0	0.779	1.0	1.0 	 1.0	1.0	1.546	1.0	1.0 	 0.83	0.88	0.984	1.0	1.0 	 1.0	1.0	0.871	1.0	1.0 	 0.89	0.84	1.073	1.0	1.0 	 0.9	1.0	0.627	1.0	1.0
1.0	1.0	0.643	1.0	1.0 	 0.88	0.93	1.355	1.0	1.0 	 0.88	0.78	0.836	1.0	1.0 	 0.78	0.78	1.156	1.0	1.0 	 0.47	0.5	1.134	1.0	1.0 	 0.94	0.94	0.995	1.0	1.0 	 0.78	0.78	1.917	1.0	1.0 	 0.57	0.57	2.104	1.0	1.0 	 0.18	0.4	0.425	1.0	1.0 	 0.7	0.7	1.366	1.0	1.0 	 0.33	0.5	1.216	1.0	1.0 	 1.0	1.0	0.467	1.0	1.0 	 0.83	0.77	0.568	1.0	1.0 	 0.64	0.78	0.491	1.0	1.0 	 1.0	1.0	0.684	1.0	1.0 	 0.7	0.88	0.493	1.0	1.0 	 1.0	1.0	0.613	1.0	1.0 	 0.88	0.78	0.491	1.0	1.0 	 0.78	0.78	1.279	1.0	1.0 	 0.79	0.85	0.796	1.0	1.0 	 0.92	0.86	1.105	1.0	1.0 	 0.78	0.88	0.796	1.0	1.0 	 0.89	0.84	5.07	1.0	1.0 	 1.0	1.0	1.087	1.0	1.0 	 1.0	1.0	1.139	1.0	1.0 	 0.83	0.88	1.017	1.0	1.0 	 1.0	1.0	0.809	1.0	1.0 	 0.89	0.84	1.06	1.0	1.0 	 0.9	1.0	0.567	1.0	1.0
1.0	1.0	0.617	1.0	1.0 	 0.88	0.93	1.117	1.0	1.0 	 0.88	0.78	0.901	1.0	1.0 	 0.78	0.78	1.359	1.0	1.0 	 0.47	0.5	1.335	1.0	1.0 	 0.94	0.94	0.879	1.0	1.0 	 0.78	0.78	1.744	1.0	1.0 	 0.57	0.57	2.178	1.0	1.0 	 0.18	0.4	0.602	1.0	1.0 	 0.7	0.7	1.414	1.0	1.0 	 0.33	0.5	1.232	1.0	1.0 	 1.0	1.0	0.715	1.0	1.0 	 0.83	0.77	0.604	1.0	1.0 	 0.64	0.78	0.481	1.0	1.0 	 1.0	1.0	0.649	1.0	1.0 	 0.7	0.88	0.521	1.0	1.0 	 1.0	1.0	0.832	1.0	1.0 	 0.88	0.78	0.728	1.0	1.0 	 0.78	0.78	1.301	1.0	1.0 	 0.79	0.85	0.768	1.0	1.0 	 0.92	0.86	1.463	1.0	1.0 	 0.78	0.88	1.14	1.0	1.0 	 0.89	0.84	4.575	1.0	1.0 	 1.0	1.0	0.735	1.0	1.0 	 1.0	1.0	1.22	1.0	1.0 	 0.83	0.88	1.032	1.0	1.0 	 1.0	1.0	0.942	1.0	1.0 	 0.89	0.84	1.117	1.0	1.0 	 0.9	1.0	0.622	1.0	1.0
1.0	1.0	0.867	1.0	1.0 	 0.86	0.8	1.735	1.0	1.0 	 0.88	0.78	0.896	1.0	1.0 	 0.78	0.78	1.684	1.0	1.0 	 0.57	0.57	1.369	1.0	1.0 	 1.0	0.94	0.838	1.0	1.0 	 0.78	0.78	2.001	1.0	1.0 	 0.57	0.57	2.398	1.0	1.0 	 0.18	0.4	0.76	1.0	1.0 	 0.7	0.7	2.629	1.0	1.0 	 0.33	0.5	1.703	1.0	1.0 	 1.0	1.0	0.468	1.0	1.0 	 0.83	0.77	0.562	1.0	1.0 	 0.55	0.67	0.936	1.0	1.0 	 1.0	1.0	0.79	1.0	1.0 	 0.7	0.88	0.505	1.0	1.0 	 1.0	1.0	0.657	1.0	1.0 	 0.88	0.78	0.451	1.0	1.0 	 0.78	0.78	1.463	1.0	1.0 	 0.79	0.85	0.856	1.0	1.0 	 0.92	0.86	1.155	1.0	1.0 	 0.78	0.88	0.811	1.0	1.0 	 0.89	0.84	2.559	1.0	1.0 	 1.0	1.0	0.768	1.0	1.0 	 1.0	1.0	1.395	1.0	1.0 	 0.83	0.88	1.015	1.0	1.0 	 1.0	1.0	1.496	1.0	1.0 	 0.89	0.84	1.497	1.0	1.0 	 0.9	1.0	0.713	1.0	1.0
1.0	1.0	0.68	1.0	1.0 	 0.86	0.8	1.651	1.0	1.0 	 0.88	0.78	0.857	1.0	1.0 	 0.78	0.78	1.653	1.0	1.0 	 0.57	0.57	1.483	1.0	1.0 	 1.0	0.94	0.95	1.0	1.0 	 0.78	0.78	1.935	1.0	1.0 	 0.57	0.57	2.063	1.0	1.0 	 0.18	0.4	0.421	1.0	1.0 	 0.7	0.7	2.671	1.0	1.0 	 0.33	0.5	1.596	1.0	1.0 	 1.0	1.0	0.493	1.0	1.0 	 0.83	0.77	0.621	1.0	1.0 	 0.55	0.67	0.669	1.0	1.0 	 1.0	1.0	0.715	1.0	1.0 	 0.7	0.88	0.485	1.0	1.0 	 1.0	1.0	0.717	1.0	1.0 	 0.88	0.78	0.455	1.0	1.0 	 0.78	0.78	1.425	1.0	1.0 	 0.79	0.85	0.803	1.0	1.0 	 0.92	0.86	1.132	1.0	1.0 	 0.78	0.88	0.824	1.0	1.0 	 0.89	0.84	3.484	1.0	1.0 	 1.0	1.0	0.734	1.0	1.0 	 1.0	1.0	1.23	1.0	1.0 	 0.83	0.88	1.043	1.0	1.0 	 1.0	1.0	0.936	1.0	1.0 	 0.89	0.84	1.175	1.0	1.0 	 0.9	1.0	0.56	1.0	1.0
