s01-cb.csv(10)	 	 	 	  	 s02-dma.csv(19)	 	 	 	  	 s03-ima-artists.xml(8)	 	 	 	  	 s04-ima-artworks.xml(19)	 	 	 	  	 s05-met.json(18)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(19)	 	 	 	  	 s08-s-17-edited.xml(8)	 	 	 	  	 s09-s-18-artists.json(6)	 	 	 	  	 s10-s-18-artworks.json(15)	 	 	 	  	 s11-s-19-artists.json(8)	 	 	 	  	 s12-s-19-artworks.json(12)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(14)	 	 	 	  	 s14-s-california-african-american.json(13)	 	 	 	  	 s15-s-detroit-institute-of-art.json(18)	 	 	 	  	 s16-s-hammer.xml(10)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(16)	 	 	 	  	 s18-s-indianapolis-artists.xml(8)	 	 	 	  	 s19-s-indianapolis-artworks.xml(19)	 	 	 	  	 s20-s-lacma.xml(14)	 	 	 	  	 s21-s-met.json(17)	 	 	 	  	 s22-s-moca.xml(10)	 	 	 	  	 s23-s-national-portrait-gallery.json(20)	 	 	 	  	 s24-s-norton-simon.json(13)	 	 	 	  	 s25-s-oakland-museum-paintings.json(16)	 	 	 	  	 s26-s-san-francisco-moma.json(17)	 	 	 	  	 s27-s-the-huntington.json(16)	 	 	 	  	 s28-wildlife-art.csv(23)	 	 	 	  	 s29-gilcrease.csv(14)	 	 	 	 
p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m 	 p 	 r 	 t 	 a 	 m
0.84	0.76	0.845	0.8	0.88 	 0.59	0.59	1.487	0.74	0.8 	 0.79	0.65	0.473	1.0	1.0 	 0.74	0.7	1.925	0.79	0.87 	 0.61	0.59	1.719	0.67	0.76 	 0.44	0.42	1.483	0.61	0.74 	 0.5	0.49	1.216	0.58	0.72 	 0.57	0.53	1.662	0.12	0.36 	 0.38	0.45	0.501	0.67	0.67 	 0.33	0.36	1.067	0.2	0.35 	 0.5	0.64	1.195	0.12	0.48 	 0.58	0.67	1.483	0.58	0.71 	 0.79	0.81	0.7	0.79	0.86 	 0.61	0.64	1.476	0.46	0.61 	 0.76	0.76	1.799	0.83	0.9 	 0.68	0.72	0.754	0.7	0.82 	 0.87	0.87	1.361	0.81	0.9 	 0.79	0.65	0.477	1.0	1.0 	 0.61	0.54	1.555	0.95	0.97 	 0.44	0.41	1.106	0.71	0.76 	 0.72	0.68	1.31	0.59	0.67 	 0.83	0.83	0.845	0.7	0.77 	 0.59	0.56	1.642	0.85	0.85 	 0.81	0.81	0.929	0.85	0.91 	 0.62	0.65	2.174	0.81	0.86 	 0.72	0.68	2.41	0.65	0.72 	 0.79	0.73	1.165	0.75	0.84 	 0.59	0.57	2.398	0.61	0.68 	 0.71	0.74	1.565	0.71	0.81
0.84	0.76	0.853	0.7	0.82 	 0.47	0.44	1.263	0.58	0.71 	 0.79	0.65	0.489	1.0	1.0 	 0.66	0.68	1.71	0.79	0.87 	 0.61	0.59	1.435	0.56	0.69 	 0.42	0.39	1.085	0.61	0.73 	 0.5	0.49	1.203	0.63	0.74 	 0.71	0.67	1.466	0.25	0.47 	 0.38	0.45	0.49	0.67	0.67 	 0.38	0.4	1.107	0.33	0.46 	 0.28	0.36	1.225	0.38	0.53 	 0.73	0.76	0.794	0.58	0.76 	 0.92	0.89	1.11	0.79	0.85 	 0.61	0.64	0.967	0.46	0.61 	 0.82	0.82	5.489	0.78	0.87 	 0.61	0.61	0.66	0.8	0.88 	 0.83	0.83	1.193	0.81	0.89 	 0.79	0.65	0.489	1.0	1.0 	 0.72	0.62	1.375	0.84	0.92 	 0.44	0.41	0.971	0.71	0.77 	 0.68	0.61	1.054	0.59	0.67 	 0.83	0.83	0.552	0.7	0.77 	 0.57	0.54	1.536	0.85	0.85 	 0.81	0.81	1.347	0.85	0.91 	 0.61	0.61	1.351	0.75	0.83 	 0.71	0.65	1.243	0.65	0.72 	 0.66	0.7	0.842	0.75	0.83 	 0.59	0.57	3.387	0.61	0.69 	 0.7	0.7	1.39	0.71	0.8
0.84	0.76	0.774	0.7	0.82 	 0.47	0.44	0.921	0.58	0.71 	 0.79	0.65	0.527	1.0	1.0 	 0.7	0.7	1.645	0.79	0.85 	 0.61	0.59	1.409	0.56	0.69 	 0.47	0.44	1.609	0.61	0.74 	 0.59	0.54	1.072	0.74	0.83 	 0.71	0.67	1.526	0.25	0.47 	 0.38	0.45	0.502	0.67	0.67 	 0.38	0.4	1.102	0.27	0.43 	 0.28	0.36	1.347	0.38	0.53 	 0.73	0.76	0.773	0.58	0.73 	 0.69	0.67	0.684	0.71	0.83 	 0.61	0.64	1.355	0.62	0.68 	 0.73	0.73	1.594	0.67	0.82 	 0.68	0.72	0.905	0.8	0.88 	 0.77	0.67	0.785	0.75	0.85 	 0.79	0.65	0.794	1.0	1.0 	 0.62	0.54	1.293	0.74	0.86 	 0.4	0.37	0.71	0.79	0.82 	 0.68	0.61	1.047	0.59	0.65 	 0.83	0.83	0.572	0.7	0.78 	 0.57	0.54	1.936	0.8	0.82 	 0.81	0.81	0.951	0.85	0.91 	 0.62	0.65	1.573	0.69	0.77 	 0.69	0.65	1.127	0.65	0.73 	 0.79	0.73	0.861	0.81	0.86 	 0.59	0.57	2.627	0.61	0.68 	 0.7	0.7	1.36	0.71	0.79
0.84	0.76	0.749	0.7	0.82 	 0.54	0.56	1.327	0.58	0.71 	 0.79	0.65	0.537	1.0	1.0 	 0.53	0.46	1.166	0.84	0.9 	 0.68	0.66	1.497	0.61	0.74 	 0.41	0.39	1.49	0.72	0.8 	 0.64	0.57	1.072	0.84	0.9 	 0.71	0.67	1.71	0.25	0.47 	 0.38	0.45	0.739	0.67	0.67 	 0.52	0.56	0.964	0.33	0.47 	 0.28	0.36	1.192	0.38	0.53 	 0.73	0.76	0.699	0.67	0.78 	 0.76	0.7	0.645	0.64	0.79 	 0.61	0.64	1.444	0.62	0.68 	 0.73	0.73	1.19	0.72	0.84 	 0.68	0.72	0.641	0.8	0.88 	 0.77	0.67	0.839	0.81	0.9 	 0.79	0.65	0.492	1.0	1.0 	 0.62	0.54	1.3	0.74	0.86 	 0.4	0.37	0.712	0.79	0.82 	 0.68	0.61	1.063	0.59	0.65 	 0.78	0.78	0.576	0.7	0.77 	 0.57	0.54	1.544	0.8	0.82 	 0.81	0.81	0.93	0.85	0.91 	 0.58	0.61	2.253	0.69	0.77 	 0.68	0.62	1.088	0.65	0.73 	 0.79	0.73	1.105	0.81	0.86 	 0.6	0.57	2.495	0.61	0.68 	 0.7	0.7	1.461	0.71	0.79
0.84	0.76	1.007	0.8	0.87 	 0.68	0.68	0.906	0.68	0.77 	 0.79	0.65	0.517	1.0	1.0 	 0.68	0.62	0.968	0.89	0.93 	 0.61	0.59	1.625	0.72	0.81 	 0.42	0.39	1.218	0.78	0.82 	 0.64	0.57	1.189	0.84	0.9 	 0.71	0.67	1.572	0.25	0.47 	 0.38	0.45	0.5	0.67	0.67 	 0.5	0.52	0.708	0.33	0.47 	 0.33	0.36	0.913	0.38	0.54 	 0.73	0.76	1.038	0.58	0.74 	 0.88	0.81	0.61	0.71	0.83 	 0.52	0.55	1.049	0.54	0.62 	 0.78	0.76	1.136	0.72	0.85 	 0.68	0.72	0.695	0.7	0.83 	 0.59	0.53	1.415	0.81	0.91 	 0.79	0.65	0.474	0.88	0.94 	 0.58	0.49	0.991	0.68	0.82 	 0.4	0.37	0.693	0.71	0.79 	 0.68	0.61	1.293	0.53	0.63 	 0.83	0.83	0.593	0.8	0.83 	 0.57	0.54	46.397	0.8	0.82 	 0.76	0.73	0.893	0.92	0.96 	 0.59	0.61	1.576	0.62	0.74 	 0.79	0.65	0.87	0.71	0.78 	 0.79	0.73	0.83	0.81	0.86 	 0.52	0.5	2.516	0.57	0.66 	 0.7	0.7	1.638	0.71	0.8
0.84	0.76	0.778	0.8	0.87 	 0.68	0.68	0.907	0.68	0.77 	 0.79	0.65	0.76	1.0	1.0 	 0.68	0.62	0.934	0.79	0.86 	 0.61	0.59	1.418	0.72	0.81 	 0.42	0.39	1.131	0.78	0.82 	 0.64	0.57	1.056	0.79	0.86 	 0.79	0.73	1.695	0.38	0.57 	 0.38	0.45	0.506	0.67	0.67 	 0.52	0.56	0.708	0.33	0.51 	 0.33	0.36	0.936	0.38	0.54 	 0.73	0.76	0.732	0.58	0.74 	 0.88	0.81	0.66	0.71	0.83 	 0.52	0.55	1.507	0.62	0.66 	 0.69	0.67	1.243	0.72	0.85 	 0.78	0.78	0.583	0.8	0.88 	 0.93	0.93	0.934	0.88	0.94 	 0.79	0.65	0.487	1.0	1.0 	 0.69	0.59	1.257	0.79	0.88 	 0.4	0.37	0.697	0.71	0.79 	 0.68	0.61	1.024	0.53	0.63 	 0.83	0.83	0.606	0.8	0.83 	 0.49	0.46	1.495	0.8	0.82 	 0.88	0.85	0.734	0.92	0.96 	 0.71	0.71	0.982	0.56	0.71 	 0.79	0.68	1.034	0.76	0.81 	 0.62	0.6	0.999	0.88	0.9 	 0.55	0.52	2.43	0.61	0.69 	 0.62	0.65	1.339	0.79	0.83
0.84	0.76	0.798	0.7	0.82 	 0.68	0.68	1.177	0.68	0.77 	 0.79	0.65	0.53	1.0	1.0 	 0.74	0.68	1.145	0.79	0.87 	 0.61	0.59	1.73	0.78	0.84 	 0.45	0.42	1.064	0.83	0.85 	 0.64	0.57	1.079	0.84	0.89 	 0.79	0.73	1.598	0.38	0.57 	 0.38	0.45	0.502	0.67	0.67 	 0.52	0.56	0.711	0.33	0.51 	 0.33	0.36	0.729	0.38	0.56 	 0.73	0.76	0.722	0.58	0.76 	 0.88	0.81	0.649	0.71	0.83 	 0.78	0.82	0.909	0.62	0.69 	 0.67	0.67	1.259	0.72	0.85 	 0.78	0.78	0.646	0.8	0.88 	 0.93	0.93	0.836	0.88	0.94 	 0.79	0.65	0.475	1.0	1.0 	 0.69	0.59	0.924	0.79	0.88 	 0.4	0.37	0.699	0.71	0.79 	 0.68	0.61	1.074	0.53	0.64 	 0.83	0.83	0.586	0.8	0.83 	 0.49	0.46	1.485	0.8	0.82 	 0.88	0.85	0.85	0.92	0.96 	 0.71	0.71	0.968	0.56	0.71 	 0.79	0.68	0.741	0.76	0.81 	 0.62	0.6	0.9	0.88	0.9 	 0.55	0.52	2.096	0.61	0.69 	 0.62	0.65	1.046	0.79	0.83
0.84	0.76	0.794	0.7	0.82 	 0.68	0.68	0.942	0.68	0.77 	 0.79	0.65	0.504	1.0	1.0 	 0.74	0.68	0.921	0.79	0.87 	 0.61	0.59	1.349	0.78	0.84 	 0.45	0.42	1.111	0.78	0.82 	 0.64	0.57	0.976	0.84	0.89 	 0.79	0.73	1.524	0.38	0.55 	 0.38	0.45	0.513	0.67	0.67 	 0.52	0.56	0.661	0.33	0.51 	 0.33	0.36	0.844	0.38	0.56 	 0.73	0.76	0.705	0.67	0.8 	 0.88	0.81	0.796	0.71	0.83 	 0.43	0.45	1.218	0.62	0.69 	 0.7	0.7	1.336	0.72	0.85 	 0.78	0.78	0.667	0.8	0.88 	 0.93	0.93	0.795	0.88	0.94 	 0.79	0.65	0.569	1.0	1.0 	 0.71	0.65	0.871	0.74	0.85 	 0.44	0.41	0.949	0.71	0.79 	 0.68	0.61	1.103	0.53	0.64 	 0.83	0.83	0.825	0.8	0.83 	 0.49	0.46	1.339	0.75	0.79 	 0.88	0.85	0.789	0.92	0.96 	 0.71	0.71	1.15	0.62	0.74 	 0.83	0.74	0.847	0.76	0.81 	 0.62	0.6	0.906	0.75	0.83 	 0.5	0.45	1.887	0.61	0.69 	 0.62	0.65	1.08	0.71	0.79
0.84	0.76	0.803	0.8	0.87 	 0.71	0.71	0.919	0.68	0.78 	 0.79	0.65	0.516	1.0	1.0 	 0.74	0.68	0.966	0.79	0.89 	 0.61	0.59	1.436	0.83	0.88 	 0.45	0.42	1.082	0.83	0.85 	 0.64	0.57	1.088	0.84	0.89 	 0.79	0.73	1.432	0.38	0.55 	 0.38	0.45	0.487	0.67	0.67 	 0.52	0.56	0.731	0.27	0.47 	 0.33	0.36	1.215	0.38	0.6 	 0.73	0.76	0.736	0.67	0.78 	 0.88	0.81	1.046	0.71	0.81 	 0.52	0.55	1.291	0.62	0.66 	 0.67	0.67	1.148	0.72	0.85 	 0.78	0.78	0.69	0.8	0.88 	 0.93	0.93	0.827	0.88	0.94 	 0.79	0.65	0.508	1.0	1.0 	 0.71	0.65	0.932	0.74	0.85 	 0.44	0.41	0.69	0.79	0.82 	 0.68	0.61	1.065	0.53	0.64 	 0.83	0.83	0.552	0.8	0.83 	 0.49	0.46	1.402	0.75	0.79 	 0.88	0.85	0.925	0.92	0.96 	 0.71	0.71	0.999	0.62	0.74 	 0.83	0.74	0.796	0.76	0.81 	 0.67	0.67	0.912	0.75	0.83 	 0.54	0.5	1.71	0.61	0.69 	 0.62	0.65	1.044	0.71	0.8
0.84	0.76	0.785	0.8	0.87 	 0.68	0.68	0.969	0.68	0.78 	 0.79	0.65	0.515	1.0	1.0 	 0.74	0.68	0.987	0.79	0.89 	 0.68	0.66	1.386	0.83	0.91 	 0.42	0.39	1.033	0.83	0.85 	 0.78	0.76	1.093	0.84	0.88 	 0.79	0.73	1.313	0.38	0.55 	 0.38	0.45	0.487	0.67	0.67 	 0.52	0.56	0.729	0.27	0.47 	 0.33	0.36	1.088	0.38	0.6 	 0.73	0.76	0.73	0.67	0.78 	 0.88	0.81	0.723	0.71	0.81 	 0.52	0.55	0.94	0.62	0.66 	 0.66	0.64	1.494	0.72	0.84 	 0.78	0.78	0.923	0.8	0.88 	 0.93	0.93	0.746	0.88	0.94 	 0.79	0.65	0.783	1.0	1.0 	 0.71	0.65	0.912	0.74	0.85 	 0.44	0.41	0.693	0.79	0.82 	 0.68	0.61	1.085	0.59	0.68 	 0.83	0.83	0.644	0.8	0.83 	 0.49	0.46	1.352	0.8	0.82 	 0.88	0.85	0.812	0.92	0.96 	 0.71	0.71	1.123	0.81	0.83 	 0.83	0.74	0.862	0.76	0.82 	 0.67	0.67	0.952	0.88	0.9 	 0.54	0.5	1.797	0.65	0.71 	 0.62	0.65	1.004	0.79	0.83
0.84	0.76	0.76	0.8	0.87 	 0.7	0.68	0.906	0.68	0.78 	 0.79	0.65	0.511	1.0	1.0 	 0.74	0.68	0.98	0.79	0.89 	 0.68	0.66	1.382	0.83	0.91 	 0.42	0.39	1.119	0.83	0.85 	 0.78	0.76	1.084	0.84	0.88 	 0.79	0.73	1.258	0.38	0.55 	 0.38	0.45	0.5	0.67	0.67 	 0.32	0.36	1.032	0.27	0.47 	 0.33	0.36	0.983	0.38	0.6 	 0.73	0.76	0.767	0.67	0.78 	 0.88	0.81	0.694	0.71	0.83 	 0.52	0.55	1.013	0.62	0.66 	 0.66	0.64	1.484	0.72	0.84 	 0.78	0.78	0.614	0.8	0.88 	 0.93	0.93	1.035	0.88	0.94 	 0.79	0.65	0.492	1.0	1.0 	 0.71	0.65	1.152	0.74	0.85 	 0.44	0.41	0.719	0.79	0.82 	 0.68	0.61	1.447	0.59	0.68 	 0.83	0.83	0.593	0.8	0.83 	 0.49	0.46	1.626	0.75	0.79 	 0.88	0.85	0.936	0.92	0.96 	 0.71	0.71	1.108	0.75	0.8 	 0.83	0.74	0.872	0.76	0.82 	 0.67	0.67	1.422	0.88	0.9 	 0.54	0.5	1.729	0.65	0.71 	 0.62	0.65	1.257	0.79	0.83
0.9	0.9	1.072	0.8	0.88 	 0.68	0.68	0.963	0.63	0.76 	 0.79	0.65	0.779	1.0	1.0 	 0.74	0.68	0.992	0.79	0.89 	 0.68	0.66	1.433	0.78	0.88 	 0.45	0.42	1.034	0.83	0.85 	 0.78	0.76	1.096	0.84	0.89 	 0.79	0.73	1.467	0.5	0.62 	 0.38	0.45	0.775	0.67	0.67 	 0.48	0.52	0.719	0.33	0.49 	 0.33	0.36	1.066	0.38	0.57 	 0.73	0.76	1.013	0.5	0.7 	 0.88	0.81	0.711	0.71	0.83 	 0.78	0.82	1.228	0.54	0.68 	 0.85	0.85	1.346	0.78	0.87 	 0.78	0.78	0.56	0.8	0.88 	 0.93	0.93	0.85	0.94	0.97 	 0.79	0.65	0.525	1.0	1.0 	 0.71	0.65	1.154	0.74	0.85 	 0.44	0.41	0.717	0.79	0.81 	 0.76	0.71	0.936	0.65	0.73 	 0.83	0.83	0.626	0.8	0.83 	 0.49	0.46	1.657	0.75	0.79 	 0.88	0.85	0.788	0.92	0.96 	 0.71	0.71	1.027	0.75	0.8 	 0.83	0.74	0.851	0.76	0.82 	 0.67	0.67	1.156	0.88	0.9 	 0.54	0.5	1.812	0.65	0.71 	 0.62	0.65	1.159	0.79	0.83
0.9	0.9	0.767	0.8	0.9 	 0.68	0.68	0.909	0.63	0.78 	 0.79	0.65	0.514	1.0	1.0 	 0.74	0.68	1.269	0.79	0.89 	 0.68	0.66	1.46	0.78	0.88 	 0.59	0.53	0.818	0.78	0.85 	 0.78	0.76	1.104	0.84	0.89 	 0.79	0.73	1.106	0.5	0.62 	 0.38	0.45	0.468	0.67	0.67 	 0.48	0.52	0.756	0.33	0.49 	 0.47	0.57	1.346	0.38	0.61 	 0.73	0.76	0.727	0.5	0.7 	 0.88	0.81	0.686	0.71	0.83 	 0.52	0.55	0.874	0.62	0.67 	 0.85	0.85	1.215	0.78	0.88 	 0.78	0.78	0.575	0.8	0.88 	 0.93	0.93	0.788	0.94	0.97 	 0.79	0.65	0.534	1.0	1.0 	 0.71	0.65	1.03	0.74	0.85 	 0.44	0.41	0.706	0.79	0.83 	 0.76	0.71	0.964	0.65	0.73 	 0.83	0.83	0.74	0.8	0.83 	 0.49	0.46	1.674	0.75	0.79 	 0.88	0.85	0.808	1.0	1.0 	 0.9	0.87	0.987	0.69	0.79 	 0.87	0.76	1.056	0.71	0.78 	 0.7	0.7	1.356	0.88	0.93 	 0.51	0.5	2.032	0.65	0.71 	 0.7	0.7	1.31	0.79	0.83
0.85	0.81	0.735	0.8	0.9 	 0.68	0.68	1.163	0.68	0.8 	 0.69	0.53	0.513	0.88	0.94 	 0.77	0.73	1.028	0.79	0.89 	 0.65	0.62	1.262	0.78	0.88 	 0.62	0.56	0.861	0.78	0.85 	 0.78	0.76	1.152	0.84	0.89 	 0.71	0.67	1.364	0.5	0.59 	 0.42	0.45	0.481	0.67	0.67 	 0.5	0.52	0.758	0.33	0.5 	 0.33	0.36	1.195	0.38	0.61 	 0.73	0.76	0.738	0.67	0.82 	 0.88	0.81	0.695	0.71	0.83 	 0.78	0.82	0.655	0.62	0.73 	 0.73	0.73	1.062	0.78	0.88 	 0.78	0.78	0.595	0.8	0.9 	 0.93	0.93	0.746	0.94	0.97 	 0.69	0.53	0.519	0.88	0.94 	 0.71	0.65	0.999	0.74	0.85 	 0.44	0.41	0.701	0.71	0.79 	 0.76	0.71	0.996	0.65	0.73 	 0.83	0.83	0.595	0.8	0.85 	 0.64	0.64	1.859	0.75	0.79 	 0.88	0.85	0.986	1.0	1.0 	 0.9	0.87	1.058	0.75	0.82 	 0.87	0.76	0.834	0.71	0.78 	 0.7	0.7	1.025	0.81	0.89 	 0.61	0.6	1.65	0.65	0.71 	 0.7	0.7	1.137	0.79	0.85
0.85	0.81	0.81	0.8	0.88 	 0.68	0.68	0.909	0.63	0.77 	 0.79	0.65	0.534	1.0	1.0 	 0.74	0.68	1.009	0.84	0.91 	 0.68	0.66	1.26	0.78	0.88 	 0.7	0.64	0.883	0.78	0.84 	 0.78	0.76	1.068	0.84	0.89 	 0.71	0.67	1.309	0.5	0.59 	 0.42	0.45	0.489	0.67	0.67 	 0.5	0.52	0.748	0.33	0.52 	 0.33	0.36	2.076	0.38	0.61 	 0.74	0.81	0.801	0.67	0.81 	 0.88	0.81	0.704	0.71	0.83 	 0.78	0.82	0.659	0.62	0.73 	 0.73	0.73	1.094	0.78	0.87 	 0.78	0.78	0.61	0.8	0.9 	 0.93	0.93	0.752	0.94	0.97 	 0.79	0.65	0.509	1.0	1.0 	 0.71	0.65	0.955	0.79	0.88 	 0.4	0.37	0.933	0.71	0.8 	 0.76	0.71	0.976	0.59	0.7 	 0.83	0.83	0.826	0.8	0.85 	 0.64	0.64	1.752	0.8	0.82 	 0.88	0.85	0.755	1.0	1.0 	 0.9	0.87	0.909	0.81	0.86 	 0.87	0.76	0.857	0.76	0.8 	 0.93	0.93	1.154	0.88	0.94 	 0.62	0.62	1.675	0.61	0.68 	 0.7	0.7	1.079	0.79	0.85
0.84	0.76	0.704	0.8	0.88 	 0.68	0.68	0.912	0.63	0.77 	 0.79	0.65	0.52	1.0	1.0 	 0.74	0.68	1.202	0.79	0.89 	 0.55	0.53	1.209	0.83	0.91 	 0.59	0.53	0.884	0.78	0.84 	 0.64	0.57	1.149	0.79	0.86 	 0.79	0.73	1.611	0.5	0.64 	 0.42	0.45	0.512	0.67	0.67 	 0.52	0.56	0.78	0.33	0.48 	 0.33	0.36	1.458	0.62	0.71 	 0.74	0.81	0.781	0.75	0.84 	 0.88	0.81	0.962	0.71	0.83 	 0.78	0.82	0.721	0.85	0.85 	 0.64	0.64	1.28	0.78	0.87 	 0.78	0.78	0.649	0.9	0.95 	 0.93	0.93	0.793	0.94	0.97 	 0.79	0.65	0.78	1.0	1.0 	 0.74	0.7	0.992	0.74	0.85 	 0.44	0.41	0.707	0.71	0.8 	 0.76	0.71	1.106	0.53	0.67 	 0.89	0.94	0.626	0.8	0.85 	 0.64	0.64	1.775	0.8	0.82 	 0.88	0.85	0.673	1.0	1.0 	 0.9	0.87	0.936	0.75	0.83 	 0.81	0.76	0.991	0.76	0.8 	 0.93	0.93	0.851	0.88	0.93 	 0.66	0.64	1.683	0.61	0.68 	 0.7	0.7	1.805	0.79	0.83
0.85	0.81	0.806	0.8	0.88 	 0.68	0.68	0.969	0.63	0.77 	 0.79	0.65	0.544	1.0	1.0 	 0.77	0.73	1.003	0.79	0.89 	 0.55	0.53	1.218	0.83	0.91 	 0.62	0.56	0.947	0.78	0.84 	 0.67	0.65	1.032	0.84	0.89 	 0.79	0.73	1.652	0.5	0.64 	 0.38	0.45	0.461	0.67	0.67 	 0.52	0.56	0.774	0.4	0.52 	 0.33	0.36	1.638	0.62	0.71 	 0.73	0.76	0.762	0.75	0.85 	 0.88	0.81	0.697	0.71	0.85 	 0.78	0.82	0.683	0.77	0.81 	 0.76	0.76	1.488	0.78	0.86 	 0.78	0.78	0.938	0.9	0.95 	 0.93	0.93	0.812	0.94	0.97 	 0.79	0.65	0.552	1.0	1.0 	 0.74	0.7	1.009	0.74	0.85 	 0.44	0.41	0.699	0.79	0.83 	 0.82	0.74	1.273	0.59	0.7 	 0.89	0.94	0.602	0.8	0.85 	 0.64	0.64	2.276	0.8	0.82 	 0.88	0.85	0.667	1.0	1.0 	 0.9	0.87	0.91	0.75	0.83 	 0.81	0.76	0.881	0.76	0.8 	 0.93	0.93	1.056	0.94	0.96 	 0.64	0.64	0.763	0.65	0.73 	 0.62	0.65	1.417	0.79	0.85
0.85	0.81	1.306	0.8	0.88 	 0.58	0.53	0.955	0.63	0.77 	 0.79	0.65	0.81	1.0	1.0 	 0.79	0.7	1.129	0.79	0.89 	 0.55	0.53	1.309	0.83	0.91 	 0.62	0.56	0.853	0.78	0.84 	 0.67	0.65	0.904	0.79	0.86 	 0.79	0.73	1.666	0.5	0.64 	 0.38	0.45	0.493	0.67	0.67 	 0.5	0.52	1.149	0.4	0.52 	 0.33	0.36	1.287	0.62	0.71 	 0.73	0.76	1.038	0.67	0.81 	 0.88	0.81	0.713	0.71	0.85 	 0.78	0.82	1.027	0.77	0.81 	 0.67	0.61	1.024	0.78	0.86 	 0.78	0.78	0.667	0.9	0.95 	 0.93	0.93	1.073	0.94	0.97 	 0.79	0.65	0.572	1.0	1.0 	 0.76	0.7	1.186	0.74	0.85 	 0.44	0.41	0.711	0.79	0.83 	 0.7	0.61	1.07	0.59	0.7 	 0.83	0.83	0.659	0.8	0.85 	 0.76	0.74	2.331	0.8	0.82 	 0.88	0.85	0.767	1.0	1.0 	 0.9	0.87	1.099	0.75	0.83 	 0.81	0.76	0.928	0.76	0.8 	 0.93	0.93	0.841	0.94	0.96 	 0.66	0.64	1.662	0.61	0.71 	 0.62	0.65	1.663	0.79	0.85
0.85	0.81	0.827	0.8	0.9 	 0.58	0.53	1.021	0.63	0.78 	 0.79	0.65	0.534	1.0	1.0 	 0.79	0.73	1.355	0.79	0.89 	 0.55	0.53	1.64	0.83	0.91 	 0.62	0.56	0.85	0.78	0.84 	 0.64	0.57	1.105	0.79	0.88 	 0.79	0.73	1.441	0.5	0.64 	 0.38	0.45	0.777	0.67	0.67 	 0.5	0.52	0.88	0.4	0.52 	 0.33	0.36	1.332	0.38	0.57 	 0.74	0.81	0.783	0.67	0.81 	 0.88	0.81	0.764	0.71	0.85 	 0.78	0.82	0.843	0.77	0.81 	 0.67	0.61	0.946	0.78	0.86 	 0.78	0.78	0.628	0.9	0.95 	 0.93	0.93	0.89	0.94	0.97 	 0.79	0.65	0.548	1.0	1.0 	 0.76	0.7	1.159	0.74	0.85 	 0.44	0.41	1.039	0.79	0.83 	 0.7	0.61	1.258	0.59	0.7 	 0.83	0.83	0.656	0.8	0.85 	 0.76	0.74	2.307	0.8	0.82 	 0.88	0.85	0.671	1.0	1.0 	 0.9	0.87	0.852	0.81	0.86 	 0.81	0.76	1.192	0.76	0.8 	 0.93	0.93	0.894	0.88	0.93 	 0.62	0.62	0.492	0.61	0.72 	 0.64	0.7	2.215	0.71	0.81
